order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,product_name,category,customer_name,city,total_amount
FMR315121501,2025-03-13,789121,25891501,106,2025-03-15,2025-03-17,95,0,0,0,AM Biscuits 750,Food,Coolblue,Ahmedabad,31800.0
FMR315221501,2025-03-13,789221,25891501,174,2025-03-15,2025-03-17,174,1,0,0,AM Biscuits 750,Food,Atlas Stores,Ahmedabad,52200.0
FMR315103501,2025-03-13,789103,25891501,148,2025-03-15,2025-03-15,133,0,1,0,AM Biscuits 750,Food,Vijay Stores,Vadodara,44400.0
FMR316102601,2025-03-13,789102,25891501,179,2025-03-16,2025-03-16,179,1,1,1,AM Biscuits 750,Food,Vijay Stores,Ahmedabad,53700.0
FMR316521501,2025-03-13,789521,25891501,146,2025-03-16,2025-03-15,146,1,1,1,AM Biscuits 750,Food,Acclaimed Stores,Ahmedabad,43800.0
FMR316421501,2025-03-13,789421,25891501,151,2025-03-16,2025-03-19,121,0,0,0,AM Biscuits 750,Food,Lotus Mart,Ahmedabad,45300.0
FMR315202603,2025-03-13,789202,25891501,174,2025-03-15,2025-03-15,165,0,1,0,AM Biscuits 750,Food,Rel Fresh,Ahmedabad,52200.0
FMR316301601,2025-03-13,789301,25891501,220,2025-03-16,2025-03-16,176,0,1,0,AM Biscuits 750,Food,Foodtown,"New Jersey, US",171899.24
FMR316503602,2025-03-13,789503,25891602,164,2025-03-16,2025-03-16,156,0,1,0,AM Tea 250,beverages,Viveks Stores,Vadodara,18368.0
FMR315301602,2025-03-13,789301,25891602,182,2025-03-15,2025-03-15,182,1,1,1,AM Tea 250,beverages,Foodtown,"New Jersey, US",47402.52
FMR315702602,2025-03-13,789702,25891602,93,2025-03-15,2025-03-15,93,1,1,1,AM Tea 250,beverages,Sorefoz Mart,Ahmedabad,10416.0
FMR314720603,2025-03-13,789720,25891602,162,2025-03-14,2025-03-14,154,0,1,0,AM Tea 250,beverages,Colonial Farms,"New Jersey, US",42193.45
FMR316622402,2025-03-13,789622,25891402,407,2025-03-16,2025-03-16,407,1,1,1,AM Curd 100,Dairy,Expert Mart,Vadodara,8140.0
FMR315521602,2025-03-13,789521,25891602,132,2025-03-15,2025-03-16,132,1,0,0,AM Tea 250,beverages,Acclaimed Stores,Ahmedabad,14784.0
FMR314321602,2025-03-13,789321,25891602,130,2025-03-14,2025-03-14,130,1,1,1,AM Tea 250,beverages,Chiptec Stores,Ahmedabad,14560.0
FMR316203603,2025-03-13,789203,25891602,162,2025-03-16,2025-03-16,162,1,1,1,AM Tea 250,beverages,Rel Fresh,Vadodara,18144.0
FMR314221602,2025-03-13,789221,25891602,57,2025-03-14,2025-03-15,57,1,0,0,AM Tea 250,beverages,Atlas Stores,Ahmedabad,6384.0
FMR314622602,2025-03-13,789622,25891602,76,2025-03-14,2025-03-14,68,0,1,0,AM Tea 250,beverages,Expert Mart,Vadodara,8512.0
FMR315603602,2025-03-13,789603,25891602,168,2025-03-15,2025-03-17,168,1,0,0,AM Tea 250,beverages,Info Stores,Vadodara,18816.0
FMR315721602,2025-03-13,789721,25891602,68,2025-03-15,2025-03-15,68,1,1,1,AM Tea 250,beverages,Logic Stores,Ahmedabad,7616.0
FMR314421602,2025-03-13,789421,25891602,182,2025-03-14,2025-03-17,173,0,0,0,AM Tea 250,beverages,Lotus Mart,Ahmedabad,20384.0
FMR316422602,2025-03-13,789422,25891602,174,2025-03-16,2025-03-17,174,1,0,0,AM Tea 250,beverages,Lotus Mart,Vadodara,19488.0
FMR314201403,2025-03-13,789201,25891101,420,2025-03-14,2025-03-14,420,1,1,1,AM Milk 500,Dairy,Rel Fresh,"New Jersey, US",145853.9
FMR315101502,2025-03-13,789101,25891101,350,2025-03-15,2025-03-15,350,1,1,1,AM Milk 500,Dairy,Costco Wholesale,"New Jersey, US",121544.92
FMR316720603,2025-03-14,789720,25891103,489,2025-03-16,2025-03-16,489,1,1,1,AM Milk 100,Dairy,Colonial Farms,"New Jersey, US",42438.84
FMR316221603,2025-03-14,789221,25891103,483,2025-03-16,2025-03-16,483,1,1,1,AM Milk 100,Dairy,Atlas Stores,Ahmedabad,12075.0
FMR316622103,2025-03-14,789622,25891103,396,2025-03-16,2025-03-15,396,1,1,1,AM Milk 100,Dairy,Expert Mart,Vadodara,9900.0
FMR316220401,2025-03-14,789220,25891103,353,2025-03-16,2025-03-16,353,1,1,1,AM Milk 100,Dairy,ShopRite,"New Jersey, US",30635.81
FMR317301602,2025-03-14,789301,25891103,436,2025-03-17,2025-03-17,349,0,1,0,AM Milk 100,Dairy,Foodtown,"New Jersey, US",37839.13
FMR316902603,2025-03-14,789902,25891103,369,2025-03-16,2025-03-16,369,1,1,1,AM Milk 100,Dairy,Elite Mart,Ahmedabad,9225.0
FMR317321103,2025-03-14,789321,25891103,499,2025-03-17,2025-03-17,499,1,1,1,AM Milk 100,Dairy,Chiptec Stores,Ahmedabad,12475.0
FMR316221603,2025-03-14,789221,25891601,182,2025-03-16,2025-03-16,182,1,1,1,AM Tea 500,beverages,Atlas Stores,Ahmedabad,40950.0
FMR316902603,2025-03-14,789902,25891601,84,2025-03-16,2025-03-16,84,1,1,1,AM Tea 500,beverages,Elite Mart,Ahmedabad,18900.0
FMR315403601,2025-03-14,789403,25891601,103,2025-03-15,2025-03-14,82,0,1,0,AM Tea 500,beverages,Propel Mart,Vadodara,23175.0
FMR316402601,2025-03-14,789402,25891601,167,2025-03-16,2025-03-16,167,1,1,1,AM Tea 500,beverages,Propel Mart,Ahmedabad,37575.0
FMR317402601,2025-03-14,789402,25891601,150,2025-03-17,2025-03-17,150,1,1,1,AM Tea 500,beverages,Propel Mart,Ahmedabad,33750.0
FMR315622602,2025-03-14,789622,25891601,110,2025-03-15,2025-03-15,110,1,1,1,AM Tea 500,beverages,Expert Mart,Vadodara,24750.0
FMR316303601,2025-03-14,789303,25891601,58,2025-03-16,2025-03-16,52,0,1,0,AM Tea 500,beverages,Expression Stores,Vadodara,13050.0
FMR316121601,2025-03-14,789121,25891601,63,2025-03-16,2025-03-15,63,1,1,1,AM Tea 500,beverages,Coolblue,Ahmedabad,14175.0
FMR317121601,2025-03-14,789121,25891601,58,2025-03-17,2025-03-17,58,1,1,1,AM Tea 500,beverages,Coolblue,Ahmedabad,13050.0
FMR317320601,2025-03-14,789320,25891601,86,2025-03-17,2025-03-17,86,1,1,1,AM Tea 500,beverages,Whole Foods Market,"New Jersey, US",44782.09
FMR315422601,2025-03-14,789422,25891601,72,2025-03-15,2025-03-17,72,1,0,0,AM Tea 500,beverages,Lotus Mart,Vadodara,16200.0
FMR316503601,2025-03-14,789503,25891601,193,2025-03-16,2025-03-16,193,1,1,1,AM Tea 500,beverages,Viveks Stores,Vadodara,43425.0
FMR315122601,2025-03-14,789122,25891601,182,2025-03-15,2025-03-16,164,0,0,0,AM Tea 500,beverages,Coolblue,Vadodara,40950.0
FMR315321602,2025-03-14,789321,25891601,63,2025-03-15,2025-03-15,63,1,1,1,AM Tea 500,beverages,Chiptec Stores,Ahmedabad,14175.0
FMR316903601,2025-03-14,789903,25891601,129,2025-03-16,2025-03-16,123,0,1,0,AM Tea 500,beverages,Elite Mart,Vadodara,29025.0
FMR316401601,2025-03-14,789401,25891601,143,2025-03-16,2025-03-16,143,1,1,1,AM Tea 500,beverages,Wegmans,"New Jersey, US",74463.25
FMR315501601,2025-03-14,789501,25891601,135,2025-03-15,2025-03-15,135,1,1,1,AM Tea 500,beverages,Best Market,"New Jersey, US",70297.47
FMR316103402,2025-03-14,789103,25891402,306,2025-03-16,2025-03-18,275,0,0,0,AM Curd 100,Dairy,Vijay Stores,Vadodara,6120.0
FMR317220603,2025-03-14,789220,25891402,250,2025-03-17,2025-03-17,250,1,1,1,AM Curd 100,Dairy,ShopRite,"New Jersey, US",43393.5
FMR317501402,2025-03-14,789501,25891402,436,2025-03-17,2025-03-16,436,1,1,1,AM Curd 100,Dairy,Best Market,"New Jersey, US",75678.26
FMR317303603,2025-03-14,789303,25891402,309,2025-03-17,2025-03-17,309,1,1,1,AM Curd 100,Dairy,Expression Stores,Vadodara,6180.0
FMR316703402,2025-03-14,789703,25891402,400,2025-03-16,2025-03-16,320,0,1,0,AM Curd 100,Dairy,Sorefoz Mart,Vadodara,8000.0
FMR316721502,2025-03-14,789721,25891402,468,2025-03-16,2025-03-16,468,1,1,1,AM Curd 100,Dairy,Logic Stores,Ahmedabad,9360.0
FMR315520402,2025-03-14,789520,25891402,451,2025-03-15,2025-03-16,451,1,0,0,AM Curd 100,Dairy,Fairway Market,"New Jersey, US",78281.87
FMR316503402,2025-03-14,789503,25891402,474,2025-03-16,2025-03-17,474,1,0,0,AM Curd 100,Dairy,Viveks Stores,Vadodara,9480.0
FMR315422402,2025-03-14,789422,25891402,386,2025-03-15,2025-03-16,386,1,0,0,AM Curd 100,Dairy,Lotus Mart,Vadodara,7720.0
FMR316422402,2025-03-14,789422,25891402,213,2025-03-16,2025-03-16,213,1,1,1,AM Curd 100,Dairy,Lotus Mart,Vadodara,4260.0
FMR315902402,2025-03-14,789902,25891402,399,2025-03-15,2025-03-14,359,0,1,0,AM Curd 100,Dairy,Elite Mart,Ahmedabad,7980.0
FMR316321402,2025-03-14,789321,25891402,320,2025-03-16,2025-03-18,304,0,0,0,AM Curd 100,Dairy,Chiptec Stores,Ahmedabad,6400.0
FMR315421402,2025-03-14,789421,25891402,353,2025-03-15,2025-03-16,353,1,0,0,AM Curd 100,Dairy,Lotus Mart,Ahmedabad,7060.0
FMR316421402,2025-03-14,789421,25891402,325,2025-03-16,2025-03-17,260,0,0,0,AM Curd 100,Dairy,Lotus Mart,Ahmedabad,6500.0
FMR317603201,2025-03-14,789603,25891201,280,2025-03-17,2025-03-18,280,1,0,0,AM Butter 100,Dairy,Info Stores,Vadodara,16800.0
FMR315121602,2025-03-14,789121,25891201,453,2025-03-15,2025-03-17,453,1,0,0,AM Butter 100,Dairy,Coolblue,Ahmedabad,27180.0
FMR315601301,2025-03-14,789601,25891201,141,2025-03-15,2025-03-15,134,0,1,0,AM Butter 100,Dairy,Price Rite,"New Jersey, US",24473.93
FMR317601201,2025-03-14,789601,25891201,451,2025-03-17,2025-03-18,361,0,0,0,AM Butter 100,Dairy,Price Rite,"New Jersey, US",78281.87
FMR316401601,2025-03-14,789401,25891201,258,2025-03-16,2025-03-16,258,1,1,1,AM Butter 100,Dairy,Wegmans,"New Jersey, US",44782.09
FMR316320401,2025-03-14,789320,25891201,268,2025-03-16,2025-03-16,268,1,1,1,AM Butter 100,Dairy,Whole Foods Market,"New Jersey, US",46517.83
FMR315402503,2025-03-14,789402,25891201,319,2025-03-15,2025-03-15,319,1,1,1,AM Butter 100,Dairy,Propel Mart,Ahmedabad,19140.0
FMR317402601,2025-03-14,789402,25891201,319,2025-03-17,2025-03-17,319,1,1,1,AM Butter 100,Dairy,Propel Mart,Ahmedabad,19140.0
FMR315902201,2025-03-14,789902,25891201,162,2025-03-15,2025-03-15,162,1,1,1,AM Butter 100,Dairy,Elite Mart,Ahmedabad,9720.0
FMR315403201,2025-03-14,789403,25891201,185,2025-03-15,2025-03-17,185,1,0,0,AM Butter 100,Dairy,Propel Mart,Vadodara,11100.0
FMR315503201,2025-03-14,789503,25891201,221,2025-03-15,2025-03-18,221,1,0,0,AM Butter 100,Dairy,Viveks Stores,Vadodara,13260.0
FMR315703403,2025-03-14,789703,25891201,302,2025-03-15,2025-03-15,287,0,1,0,AM Butter 100,Dairy,Sorefoz Mart,Vadodara,18120.0
FMR316703402,2025-03-14,789703,25891201,438,2025-03-16,2025-03-16,438,1,1,1,AM Butter 100,Dairy,Sorefoz Mart,Vadodara,26280.0
FMR316220201,2025-03-14,789220,25891201,142,2025-03-16,2025-03-19,142,1,0,0,AM Butter 100,Dairy,ShopRite,"New Jersey, US",24647.51
FMR316903601,2025-03-14,789903,25891201,348,2025-03-16,2025-03-16,331,0,1,0,AM Butter 100,Dairy,Elite Mart,Vadodara,20880.0
FMR316203401,2025-03-14,789203,25891201,377,2025-03-16,2025-03-16,377,1,1,1,AM Butter 100,Dairy,Rel Fresh,Vadodara,22620.0
FMR315522201,2025-03-14,789522,25891201,360,2025-03-15,2025-03-18,360,1,0,0,AM Butter 100,Dairy,Acclaimed Stores,Vadodara,21600.0
FMR315622602,2025-03-14,789622,25891201,188,2025-03-15,2025-03-15,188,1,1,1,AM Butter 100,Dairy,Expert Mart,Vadodara,11280.0
FMR317703602,2025-03-14,789703,25891501,201,2025-03-17,2025-03-17,201,1,1,1,AM Biscuits 750,Food,Sorefoz Mart,Vadodara,60300.0
FMR315721501,2025-03-14,789721,25891501,150,2025-03-15,2025-03-15,142,0,1,0,AM Biscuits 750,Food,Logic Stores,Ahmedabad,45000.0
FMR316522501,2025-03-14,789522,25891501,197,2025-03-16,2025-03-19,187,0,0,0,AM Biscuits 750,Food,Acclaimed Stores,Vadodara,59100.0
FMR316401601,2025-03-14,789401,25891501,238,2025-03-16,2025-03-16,214,0,1,0,AM Biscuits 750,Food,Wegmans,"New Jersey, US",185897.75
FMR317401603,2025-03-14,789401,25891501,214,2025-03-17,2025-03-17,214,1,1,1,AM Biscuits 750,Food,Wegmans,"New Jersey, US",167151.76
FMR315201602,2025-03-14,789201,25891501,200,2025-03-15,2025-03-15,200,1,1,1,AM Biscuits 750,Food,Rel Fresh,"New Jersey, US",156216.6
FMR317420501,2025-03-14,789420,25891501,163,2025-03-17,2025-03-19,155,0,0,0,AM Biscuits 750,Food,Lidl,"New Jersey, US",127316.53
FMR316121501,2025-03-14,789121,25891501,200,2025-03-16,2025-03-16,200,1,1,1,AM Biscuits 750,Food,Coolblue,Ahmedabad,60000.0
FMR316621603,2025-03-14,789621,25891501,245,2025-03-16,2025-03-16,245,1,1,1,AM Biscuits 750,Food,Expert Mart,Ahmedabad,73500.0
FMR317320601,2025-03-14,789320,25891501,143,2025-03-17,2025-03-17,143,1,1,1,AM Biscuits 750,Food,Whole Foods Market,"New Jersey, US",111694.87
FMR315101501,2025-03-14,789101,25891501,102,2025-03-15,2025-03-15,102,1,1,1,AM Biscuits 750,Food,Costco Wholesale,"New Jersey, US",79670.47
FMR316101501,2025-03-14,789101,25891501,233,2025-03-16,2025-03-15,233,1,1,1,AM Biscuits 750,Food,Costco Wholesale,"New Jersey, US",181992.34
FMR315303501,2025-03-14,789303,25891501,174,2025-03-15,2025-03-15,174,1,1,1,AM Biscuits 750,Food,Expression Stores,Vadodara,52200.0
FMR315521501,2025-03-14,789521,25891501,179,2025-03-15,2025-03-15,161,0,1,0,AM Biscuits 750,Food,Acclaimed Stores,Ahmedabad,53700.0
FMR315720501,2025-03-14,789720,25891501,192,2025-03-15,2025-03-15,192,1,1,1,AM Biscuits 750,Food,Colonial Farms,"New Jersey, US",149967.94
FMR315622602,2025-03-14,789622,25891501,140,2025-03-15,2025-03-15,140,1,1,1,AM Biscuits 750,Food,Expert Mart,Vadodara,42000.0
FMR316622603,2025-03-14,789622,25891501,169,2025-03-16,2025-03-16,169,1,1,1,AM Biscuits 750,Food,Expert Mart,Vadodara,50700.0
FMR315301501,2025-03-14,789301,25891501,181,2025-03-15,2025-03-14,181,1,1,1,AM Biscuits 750,Food,Foodtown,"New Jersey, US",141376.02
FMR317301602,2025-03-14,789301,25891501,220,2025-03-17,2025-03-17,198,0,1,0,AM Biscuits 750,Food,Foodtown,"New Jersey, US",171838.26
FMR317301602,2025-03-14,789301,25891602,156,2025-03-17,2025-03-17,148,0,1,0,AM Tea 250,beverages,Foodtown,"New Jersey, US",40616.32
FMR315303602,2025-03-14,789303,25891602,132,2025-03-15,2025-03-16,125,0,0,0,AM Tea 250,beverages,Expression Stores,Vadodara,14784.0
FMR317303602,2025-03-14,789303,25891602,187,2025-03-17,2025-03-19,187,1,0,0,AM Tea 250,beverages,Expression Stores,Vadodara,20944.0
FMR316702602,2025-03-14,789702,25891602,50,2025-03-16,2025-03-17,48,0,0,0,AM Tea 250,beverages,Sorefoz Mart,Ahmedabad,5600.0
FMR315202602,2025-03-14,789202,25891602,86,2025-03-15,2025-03-15,86,1,1,1,AM Tea 250,beverages,Rel Fresh,Ahmedabad,9632.0
FMR316720602,2025-03-14,789720,25891602,176,2025-03-16,2025-03-17,176,1,0,0,AM Tea 250,beverages,Colonial Farms,"New Jersey, US",45823.54
FMR317401603,2025-03-14,789401,25891602,174,2025-03-17,2025-03-17,174,1,1,1,AM Tea 250,beverages,Wegmans,"New Jersey, US",45302.81
FMR317521602,2025-03-14,789521,25891602,113,2025-03-17,2025-03-18,113,1,0,0,AM Tea 250,beverages,Acclaimed Stores,Ahmedabad,12656.0
FMR317703602,2025-03-14,789703,25891602,89,2025-03-17,2025-03-17,85,0,1,0,AM Tea 250,beverages,Sorefoz Mart,Vadodara,9968.0
FMR317420602,2025-03-14,789420,25891602,99,2025-03-17,2025-03-16,99,1,1,1,AM Tea 250,beverages,Lidl,"New Jersey, US",25775.74
FMR315321602,2025-03-14,789321,25891602,78,2025-03-15,2025-03-15,78,1,1,1,AM Tea 250,beverages,Chiptec Stores,Ahmedabad,8736.0
FMR315203602,2025-03-14,789203,25891602,179,2025-03-15,2025-03-14,179,1,1,1,AM Tea 250,beverages,Rel Fresh,Vadodara,20048.0
FMR316103602,2025-03-14,789103,25891602,110,2025-03-16,2025-03-16,104,0,1,0,AM Tea 250,beverages,Vijay Stores,Vadodara,12320.0
FMR315903603,2025-03-14,789903,25891602,180,2025-03-15,2025-03-15,162,0,1,0,AM Tea 250,beverages,Elite Mart,Vadodara,20160.0
FMR315601602,2025-03-14,789601,25891602,137,2025-03-15,2025-03-16,130,0,0,0,AM Tea 250,beverages,Price Rite,"New Jersey, US",35669.46
FMR315201602,2025-03-14,789201,25891602,131,2025-03-15,2025-03-15,118,0,1,0,AM Tea 250,beverages,Rel Fresh,"New Jersey, US",34107.29
FMR315121602,2025-03-14,789121,25891602,105,2025-03-15,2025-03-17,105,1,0,0,AM Tea 250,beverages,Coolblue,Ahmedabad,11760.0
FMR317121602,2025-03-14,789121,25891602,112,2025-03-17,2025-03-18,90,0,0,0,AM Tea 250,beverages,Coolblue,Ahmedabad,12544.0
FMR315522602,2025-03-14,789522,25891602,87,2025-03-15,2025-03-16,87,1,0,0,AM Tea 250,beverages,Acclaimed Stores,Vadodara,9744.0
FMR315622602,2025-03-14,789622,25891602,87,2025-03-15,2025-03-15,87,1,1,1,AM Tea 250,beverages,Expert Mart,Vadodara,9744.0
FMR316622603,2025-03-14,789622,25891602,87,2025-03-16,2025-03-16,87,1,1,1,AM Tea 250,beverages,Expert Mart,Vadodara,9744.0
FMR317622602,2025-03-14,789622,25891602,74,2025-03-17,2025-03-17,74,1,1,1,AM Tea 250,beverages,Expert Mart,Vadodara,8288.0
FMR316902603,2025-03-14,789902,25891602,52,2025-03-16,2025-03-16,47,0,1,0,AM Tea 250,beverages,Elite Mart,Ahmedabad,5824.0
FMR315101602,2025-03-14,789101,25891602,126,2025-03-15,2025-03-16,101,0,0,0,AM Tea 250,beverages,Costco Wholesale,"New Jersey, US",32805.49
FMR317101602,2025-03-14,789101,25891602,59,2025-03-17,2025-03-17,53,0,1,0,AM Tea 250,beverages,Costco Wholesale,"New Jersey, US",15361.3
FMR316603602,2025-03-14,789603,25891602,88,2025-03-16,2025-03-16,88,1,1,1,AM Tea 250,beverages,Info Stores,Vadodara,9856.0
FMR316122602,2025-03-14,789122,25891602,195,2025-03-16,2025-03-19,175,0,0,0,AM Tea 250,beverages,Coolblue,Vadodara,21840.0
FMR317521101,2025-03-14,789521,25891101,456,2025-03-17,2025-03-17,456,1,1,1,AM Milk 500,Dairy,Acclaimed Stores,Ahmedabad,57000.0
FMR317303603,2025-03-14,789303,25891101,330,2025-03-17,2025-03-17,314,0,1,0,AM Milk 500,Dairy,Expression Stores,Vadodara,41250.0
FMR316703402,2025-03-14,789703,25891101,322,2025-03-16,2025-03-16,290,0,1,0,AM Milk 500,Dairy,Sorefoz Mart,Vadodara,40250.0
FMR315321602,2025-03-14,789321,25891101,476,2025-03-15,2025-03-15,476,1,1,1,AM Milk 500,Dairy,Chiptec Stores,Ahmedabad,59500.0
FMR315320101,2025-03-14,789320,25891101,378,2025-03-15,2025-03-16,378,1,0,0,AM Milk 500,Dairy,Whole Foods Market,"New Jersey, US",131221.94
FMR316320401,2025-03-14,789320,25891101,325,2025-03-16,2025-03-16,325,1,1,1,AM Milk 500,Dairy,Whole Foods Market,"New Jersey, US",112823.1
FMR317320601,2025-03-14,789320,25891101,415,2025-03-17,2025-03-17,415,1,1,1,AM Milk 500,Dairy,Whole Foods Market,"New Jersey, US",144066.42
FMR315720501,2025-03-14,789720,25891101,370,2025-03-15,2025-03-15,370,1,1,1,AM Milk 500,Dairy,Colonial Farms,"New Jersey, US",128444.76
FMR317720101,2025-03-14,789720,25891101,423,2025-03-17,2025-03-17,423,1,1,1,AM Milk 500,Dairy,Colonial Farms,"New Jersey, US",146843.6
FMR317702101,2025-03-14,789702,25891101,407,2025-03-17,2025-03-17,387,0,1,0,AM Milk 500,Dairy,Sorefoz Mart,Ahmedabad,50875.0
FMR316621603,2025-03-14,789621,25891101,391,2025-03-16,2025-03-16,313,0,1,0,AM Milk 500,Dairy,Expert Mart,Ahmedabad,48875.0
FMR316102503,2025-03-14,789102,25891101,383,2025-03-16,2025-03-16,383,1,1,1,AM Milk 500,Dairy,Vijay Stores,Ahmedabad,47875.0
FMR315301203,2025-03-14,789301,25891101,440,2025-03-15,2025-03-15,440,1,1,1,AM Milk 500,Dairy,Foodtown,"New Jersey, US",152745.12
FMR317301602,2025-03-14,789301,25891101,491,2025-03-17,2025-03-17,491,1,1,1,AM Milk 500,Dairy,Foodtown,"New Jersey, US",170449.67
FMR317520101,2025-03-14,789520,25891101,473,2025-03-17,2025-03-19,449,0,0,0,AM Milk 500,Dairy,Fairway Market,"New Jersey, US",164201.0
FMR316422101,2025-03-14,789422,25891101,330,2025-03-16,2025-03-15,330,1,1,1,AM Milk 500,Dairy,Lotus Mart,Vadodara,41250.0
FMR315603403,2025-03-14,789603,25891401,208,2025-03-15,2025-03-15,208,1,1,1,AM Curd 250,Dairy,Info Stores,Vadodara,10400.0
FMR317603401,2025-03-14,789603,25891401,370,2025-03-17,2025-03-17,370,1,1,1,AM Curd 250,Dairy,Info Stores,Vadodara,18500.0
FMR316902603,2025-03-14,789902,25891401,381,2025-03-16,2025-03-16,381,1,1,1,AM Curd 250,Dairy,Elite Mart,Ahmedabad,19050.0
FMR317402601,2025-03-14,789402,25891401,314,2025-03-17,2025-03-17,314,1,1,1,AM Curd 250,Dairy,Propel Mart,Ahmedabad,15700.0
FMR317621401,2025-03-14,789621,25891401,390,2025-03-17,2025-03-20,390,1,0,0,AM Curd 250,Dairy,Expert Mart,Ahmedabad,19500.0
FMR316622603,2025-03-14,789622,25891401,255,2025-03-16,2025-03-16,229,0,1,0,AM Curd 250,Dairy,Expert Mart,Vadodara,12750.0
FMR317622602,2025-03-14,789622,25891401,479,2025-03-17,2025-03-17,383,0,1,0,AM Curd 250,Dairy,Expert Mart,Vadodara,23950.0
FMR317102401,2025-03-14,789102,25891401,468,2025-03-17,2025-03-18,468,1,0,0,AM Curd 250,Dairy,Vijay Stores,Ahmedabad,23400.0
FMR316503401,2025-03-14,789503,25891401,282,2025-03-16,2025-03-15,282,1,1,1,AM Curd 250,Dairy,Viveks Stores,Vadodara,14100.0
FMR315520401,2025-03-14,789520,25891401,395,2025-03-15,2025-03-17,395,1,0,0,AM Curd 250,Dairy,Fairway Market,"New Jersey, US",85702.16
FMR316320401,2025-03-14,789320,25891401,431,2025-03-16,2025-03-16,431,1,1,1,AM Curd 250,Dairy,Whole Foods Market,"New Jersey, US",93512.99
FMR316203401,2025-03-14,789203,25891401,393,2025-03-16,2025-03-16,393,1,1,1,AM Curd 250,Dairy,Rel Fresh,Vadodara,19650.0
FMR317522401,2025-03-14,789522,25891401,247,2025-03-17,2025-03-17,247,1,1,1,AM Curd 250,Dairy,Acclaimed Stores,Vadodara,12350.0
FMR315721501,2025-03-14,789721,25891401,234,2025-03-15,2025-03-15,234,1,1,1,AM Curd 250,Dairy,Logic Stores,Ahmedabad,11700.0
FMR315303501,2025-03-14,789303,25891401,454,2025-03-15,2025-03-15,454,1,1,1,AM Curd 250,Dairy,Expression Stores,Vadodara,22700.0
FMR316122503,2025-03-14,789122,25891401,209,2025-03-16,2025-03-17,188,0,0,0,AM Curd 250,Dairy,Coolblue,Vadodara,10450.0
FMR315401401,2025-03-14,789401,25891401,288,2025-03-15,2025-03-17,288,1,0,0,AM Curd 250,Dairy,Wegmans,"New Jersey, US",62486.64
FMR315720401,2025-03-14,789720,25891401,489,2025-03-15,2025-03-14,489,1,1,1,AM Curd 250,Dairy,Colonial Farms,"New Jersey, US",106097.11
FMR316201401,2025-03-14,789201,25891401,400,2025-03-16,2025-03-16,400,1,1,1,AM Curd 250,Dairy,Rel Fresh,"New Jersey, US",86787.0
FMR317421401,2025-03-14,789421,25891401,311,2025-03-17,2025-03-19,311,1,0,0,AM Curd 250,Dairy,Lotus Mart,Ahmedabad,15550.0
FMR316420401,2025-03-14,789420,25891401,483,2025-03-16,2025-03-16,483,1,1,1,AM Curd 250,Dairy,Lidl,"New Jersey, US",104795.3
FMR316220401,2025-03-14,789220,25891401,336,2025-03-16,2025-03-16,319,0,1,0,AM Curd 250,Dairy,ShopRite,"New Jersey, US",72901.08
FMR315221401,2025-03-14,789221,25891401,379,2025-03-15,2025-03-15,379,1,1,1,AM Curd 250,Dairy,Atlas Stores,Ahmedabad,18950.0
FMR315321602,2025-03-14,789321,25891401,208,2025-03-15,2025-03-15,187,0,1,0,AM Curd 250,Dairy,Chiptec Stores,Ahmedabad,10400.0
FMR315403503,2025-03-14,789403,25891401,411,2025-03-15,2025-03-15,411,1,1,1,AM Curd 250,Dairy,Propel Mart,Vadodara,20550.0
FMR317403502,2025-03-14,789403,25891401,449,2025-03-17,2025-03-17,427,0,1,0,AM Curd 250,Dairy,Propel Mart,Vadodara,22450.0
FMR315220603,2025-03-14,789220,25891603,110,2025-03-15,2025-03-15,88,0,1,0,AM Tea 100,beverages,ShopRite,"New Jersey, US",9546.57
FMR317220603,2025-03-14,789220,25891603,170,2025-03-17,2025-03-17,170,1,1,1,AM Tea 100,beverages,ShopRite,"New Jersey, US",14753.79
FMR316720603,2025-03-14,789720,25891603,109,2025-03-16,2025-03-16,109,1,1,1,AM Tea 100,beverages,Colonial Farms,"New Jersey, US",9459.78
FMR316221603,2025-03-14,789221,25891603,135,2025-03-16,2025-03-16,128,0,1,0,AM Tea 100,beverages,Atlas Stores,Ahmedabad,6075.0
FMR317401603,2025-03-14,789401,25891603,146,2025-03-17,2025-03-17,146,1,1,1,AM Tea 100,beverages,Wegmans,"New Jersey, US",12670.9
FMR316403603,2025-03-14,789403,25891603,78,2025-03-16,2025-03-16,78,1,1,1,AM Tea 100,beverages,Propel Mart,Vadodara,3510.0
FMR316622603,2025-03-14,789622,25891603,164,2025-03-16,2025-03-16,164,1,1,1,AM Tea 100,beverages,Expert Mart,Vadodara,7380.0
FMR315903603,2025-03-14,789903,25891603,147,2025-03-15,2025-03-15,147,1,1,1,AM Tea 100,beverages,Elite Mart,Vadodara,6615.0
FMR316902603,2025-03-14,789902,25891603,154,2025-03-16,2025-03-16,154,1,1,1,AM Tea 100,beverages,Elite Mart,Ahmedabad,6930.0
FMR317902603,2025-03-14,789902,25891603,156,2025-03-17,2025-03-16,156,1,1,1,AM Tea 100,beverages,Elite Mart,Ahmedabad,7020.0
FMR317703603,2025-03-14,789703,25891603,178,2025-03-17,2025-03-19,178,1,0,0,AM Tea 100,beverages,Sorefoz Mart,Vadodara,8010.0
